7120	67877134	10294259	17965953	10294259
7184	69069569	10476657	18256574	10476657
7248	70358654	10660341	18635949	10660341
7312	71543734	10846171	18903211	10846171
7376	72738433	11033424	19172001	11033424
7440	74061114	11221890	19560728	11221890
7504	75276853	11412435	19834471	11412435
7568	76622143	11604116	20229634	11604116
7632	77858112	11797633	20507439	11797633
